Region,Title,Rating,Source
TW,Shall We Die?,1
TW,Love Untangled,2
TW,Happy Gilmore 2,2
TW,La Dolce Villa,2
TW,I Am the Secret in Your Heart,2
TW,Gatao: Big Brothers,2
TW,My Oxford Year,2
TW,Night Always Comes,2
TW,The Match,2
TW,The Elixir,2
TW,The First Slam Dunk,2
TW,Tee Yai: Born To Be Bad,2
TW,Kraven the Hunter,2
TW,Meg 2: The Trench,2
TW,Ziam,2
TW,The Old Guard 2,2
TW,Revelations,2
TW,STRAW,2
TW,Upstream,2
TW,Wall to Wall,2
TW,Troll 2,2
TW,iHostage,2
TW,Ajoomma,2
TW,Anaconda: Cursed Jungle,2
TW,Detective Conan the Movie: The Bride of Halloween,2
TW,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2
TW,A Widow's Game,2
TW,Ad Vitam,2
TW,1992,2
TW,Good News,3
TW,Fall for Me,3
TW,Counterattack,3
TW,Big World,3
TW,Brick,3
TW,Be With Me,3
TW,Detective Conan the Movie: Black Iron Submarine,3
TW,Havoc,3
TW,Caramelo,3
TW,Exterritorial,3
TW,Love in Taipei,3
TW,Transformers: Rise of the Beasts,3
TW,The Thursday Murder Club,3
TW,The Last Voyage of the Demeter,3
TW,Wake Up Dead Man: A Knives Out Mystery,3
TW,The Fate of the Furious,3
TW,The Stone,3
TW,K.O.,3
TW,Jingle Bell Heist,3
TW,The Last Frenzy,4
TW,The Killer,4
TW,Larry Crowne,4
TW,Inside Man: Most Wanted,4
TW,Fear Street: Prom Queen,4
TW,Fast X,4
TW,Ballad of a Small Player,4
TW,Carry-On,4
TW,Crayon Shin-chan the Movie: Our Dinosaur Diary,4
TW,Day Off,4
TW,Detective Conan the Movie: The Darkest Nightmare,4
TW,Faceless,4
TW,Death Whisperer 2,4
TW,Cells At Work!,4
TW,28 Weeks Later,4
TW,No More Bets,4
TW,Monk Comes Down the Mountain,4
TW,My Hero Academia: You're Next,4
TW,"Them, Behind the Door",4
TW,Train Dreams,4
TW,Nonnas,4
TW,OVERLORD:The Sacred Kingdom,4
TW,Black Sea,4
TW,A Time to Kill,4
TW,Mango,5
TW,Kingdom: Return of The Great General,5
TW,It Ends With Us,5
TW,Karate Kid: Legends,5
TW,In Your Dreams,5
TW,Titan: The OceanGate Submersible Disaster,5
TW,Trouble Girl,5
TW,Life or Something Like It,5
TW,Honeymoon Crasher,5
TW,A Wedding Invitation,5
TW,Delicious,5
TW,Bloodshot,5
TW,The Old Guard,5
TW,The Life List,5
TW,Trainwreck: Poop Cruise,5
TW,Welcome to Sudden Death,5
TW,Ne Zha,5
TW,Squad 36,5
TW,Money Games,5
TW,The Equalizer,5
TW,The Equalizer 2,5
TW,A Girl at My Door,5
TW,10DANCE,5
TW,Daughter's Daughter,6
TW,How To Make Millions Before Grandma Dies,6
TW,Love Happens,6
TW,Kinda Pregnant,6
TW,Jaat,6
TW,Detective Conan the Movie: The Phantom of Baker Street,6
TW,Last Bullet,6
TW,Everything Everywhere All at Once,6
TW,Elektra,6
TW,See You at the Rally,6
TW,PAW Patrol: The Mighty Movie,6
TW,Sunset Sunrise,6
TW,The Secret Life of Pets 2,6
TW,The Sentinel,6
TW,The Heart Knows,6
TW,Sleepless in Seattle,6
TW,Spy x Family Code: White,6
TW,The Red Envelope,6
TW,Renfield,6
TW,U MotherbakerâThe Movie,6
TW,Fifty Shades Freed,7
TW,Man in Love,7
TW,Maid in Manhattan,7
TW,The Witcher: Sirens of the Deep,7
TW,The Family Stone,7
TW,The Rose of Versailles,7
TW,The Twister: Caught in the Storm,7
TW,In Youth We Trust,7
TW,Kill Bill: Vol. 1,7
TW,Flying Swords of Dragon Gate,7
TW,Detective Conan the Movie: Quarter of Silence,7
TW,Attack 13,7
TW,Abandoned Man,7
TW,404,7
TW,Detective Conan the Movie: Dimensional Sniper,7
TW,Copycat,7
TW,Post Truth,7
TW,The Northman,7
TW,Oppenheimer,7
TW,Late Night with the Devil,7
TW,French Lover,7
TW,Almost Cops,8
TW,11 Rebels,8
TW,New Gods: Yang Jian,8
TW,Until Dawn,8
TW,The Call of the Wild,8
TW,The Most Beautiful Girl in the World,8
TW,The Exorcist: Believer,8
TW,Detective Conan the Movie: Private Eye in the Distant Sea,8
TW,Detective Conan : The Private Eyes' Requiem,8
TW,Cocaine Bear,8
TW,Crayon Shin-chan the Movie: Super-Dimension! The Storm Called My Bride,8
TW,Gatao,8
TW,Dungeons & Dragons: Honor Among Thieves,8
TW,Canola,8
TW,Detective Conan the Movie: The Fist of Blue Sapphire,8
TW,Detective Conan the Movie: Raven Chaser,8
TW,Flightplan,9
TW,Dust of Angels (4K Remastered Version),9
TW,Kill 'Em All 2,9
TW,All You Need Is Love,9
TW,8MM,9
TW,Flow,9
TW,Crayon Shinchan: Very Tasty! B-class Gourmet Survival!!,9
TW,Strawman,9
TW,Plankton: The Movie,9
TW,She Said Maybe,9
TW,My Secret Santa,9
TW,Pui Pui Molcar the Movie: MOLMAX,9
TW,Knock at the Cabin,9
TW,Lost in Starlight,9
TW,Tomb Watcher,9
TW,Knight and Day,10
TW,Man on Fire,10
TW,"Hello, Love, Again",10
TW,Don't Say a Word,10
TW,Everybody Loves Me When I'm Dead,10
TW,Jules,10
TW,Dhoom Dhaam,10
TW,Crayon Shinchan the Movie:  My Moving Story Cactus Attack,10
TW,Birth/Rebirth,10
TW,A Normal Family,10
TW,A Merry Little Ex-Mas,10
TW,Detective Conan the Movie: Crossroad in the Ancient Capital,10
TW,Detective Conan : Full Score of Fear,10
TW,Gatao - The Last Stray,10
TW,Sikandar,10
TW,The Shore of Life,10
TW,The Six Triple Eight,10
TW,The Other Boleyn Girl,10
TW,Mononoke The Movie: Chapter II - The Ashes of Rage,10
TW,Our Times,10
TW,Ride On,10
TW,Scent of a Woman,10
TW,The Yin Yang Master Zero,10
TW,The Wrong Paris,10
TW,The Tourist,10
